caseId,dateDecision,decisionType,usCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,justiceName,vote,opinion,direction,majority,firstAgreement,secondAgreement
"1981-090","1982-05-17",1,456 U.S. 461,1981,1507,Burger,"80-6045",KREMER v. CHEMICAL CONSTRUCTION CORP.,"1981-12-07",,145,,151,,1,32,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,20060,2,1,0,4,,3,384,,95,99,1,5,4,95,BRWhite,1,2,1,2,,
"1981-090","1982-05-17",1,456 U.S. 461,1981,1507,Burger,"80-6045",KREMER v. CHEMICAL CONSTRUCTION CORP.,"1981-12-07",,145,,151,,1,32,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,20060,2,1,0,4,,3,384,,95,99,1,5,4,99,WEBurger,1,1,1,2,,
"1981-090","1982-05-17",1,456 U.S. 461,1981,1507,Burger,"80-6045",KREMER v. CHEMICAL CONSTRUCTION CORP.,"1981-12-07",,145,,151,,1,32,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,20060,2,1,0,4,,3,384,,95,99,1,5,4,100,HABlackmun,2,2,2,1,,
"1981-090","1982-05-17",1,456 U.S. 461,1981,1507,Burger,"80-6045",KREMER v. CHEMICAL CONSTRUCTION CORP.,"1981-12-07",,145,,151,,1,32,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,20060,2,1,0,4,,3,384,,95,99,1,5,4,101,LFPowell,1,1,1,2,,
"1981-090","1982-05-17",1,456 U.S. 461,1981,1507,Burger,"80-6045",KREMER v. CHEMICAL CONSTRUCTION CORP.,"1981-12-07",,145,,151,,1,32,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,20060,2,1,0,4,,3,384,,95,99,1,5,4,102,WHRehnquist,1,1,1,2,,
"1981-090","1982-05-17",1,456 U.S. 461,1981,1507,Burger,"80-6045",KREMER v. CHEMICAL CONSTRUCTION CORP.,"1981-12-07",,145,,151,,1,32,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,20060,2,1,0,4,,3,384,,95,99,1,5,4,103,JPStevens,2,2,2,1,,
"1981-090","1982-05-17",1,456 U.S. 461,1981,1507,Burger,"80-6045",KREMER v. CHEMICAL CONSTRUCTION CORP.,"1981-12-07",,145,,151,,1,32,,0,96,,22,,0,10,2,1,1,2,0,0,0,0,20060,2,1,0,4,,3,384,,95,99,1,5,4,104,SDOConnor,1,1,1,2,,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,98,TMarshall,1,1,2,2,,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,92,WJBrennan,1,1,2,2,,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,95,BRWhite,1,1,2,2,,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,99,WEBurger,2,1,1,1,101,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,100,HABlackmun,1,2,2,2,,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,101,LFPowell,2,2,1,1,,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,102,WHRehnquist,2,1,1,1,101,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,103,JPStevens,1,1,2,2,,
"1981-091","1982-05-17",1,456 U.S. 512,1981,1507,Burger,"80-986","NORTH HAVEN BOARD OF EDUCATION et al. v. BELL, SECRETARY OF EDUCATION, et al.","1981-12-09",,21,8,330,,1,62,,0,53,,22,,0,2,4,2,1,2,0,0,0,0,20140,2,2,0,5,4,3,322,,100,92,1,6,3,104,SDOConnor,1,1,2,2,,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,98,TMarshall,1,1,2,2,,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,92,WJBrennan,1,1,2,2,,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,95,BRWhite,2,1,1,1,101,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,99,WEBurger,4,2,2,2,,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,100,HABlackmun,1,2,2,2,,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,101,LFPowell,2,2,1,1,,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,102,WHRehnquist,2,1,1,1,101,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,103,JPStevens,1,1,2,2,,
"1981-092","1982-05-17",1,456 U.S. 556,1981,1507,Burger,"80-1765","AMERICAN SOCIETY OF MECHANICAL ENGINEERS, INC. v. HYDROLEVEL CORP.","1982-01-13",,216,,184,,1,,,0,94,,22,,0,10,2,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,100,99,1,6,3,104,SDOConnor,1,1,2,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,98,TMarshall,1,1,1,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,92,WJBrennan,1,1,1,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,95,BRWhite,1,1,1,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,99,WEBurger,1,1,1,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,100,HABlackmun,1,1,1,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,101,LFPowell,1,1,1,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,102,WHRehnquist,1,2,1,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,103,JPStevens,1,1,1,2,,
"1981-093","1982-05-17",1,456 U.S. 595,1981,1507,Burger,"81-535",UNITED STATES DEPARTMENT OF STATE et al. v. WASHINGTON POST CO.,"1982-03-31",,328,,190,,1,28,,0,55,,32,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,102,99,1,9,0,104,SDOConnor,4,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,98,TMarshall,1,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,92,WJBrennan,1,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,95,BRWhite,1,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,99,WEBurger,1,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,100,HABlackmun,1,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,101,LFPowell,1,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,102,WHRehnquist,1,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,103,JPStevens,1,1,1,2,,
"1981-094","1982-05-17",6,456 U.S. 604,1981,1507,Burger,"80-2205","FINLEY, CLERK OF THE CIRCUIT COURT OF COOK COUNTY, ILLINOIS v. MURRAY","1982-04-21",,6,17,174,,1,,,0,66,,27,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0,104,SDOConnor,1,1,1,2,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,98,TMarshall,2,3,2,1,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,92,WJBrennan,2,3,2,1,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,95,BRWhite,1,1,1,2,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,99,WEBurger,1,2,1,2,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,100,HABlackmun,1,1,1,2,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,101,LFPowell,1,1,1,2,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,102,WHRehnquist,1,1,1,2,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,103,JPStevens,1,1,1,2,,
"1981-095","1982-05-24",1,456 U.S. 605,1981,1507,Burger,"80-1714","HOPPER, CORRECTIONS COMMISSIONER, et al. v. EVANS","1982-03-24",,28,1,137,,1,,,0,43,,25,,0,11,3,2,1,3,0,1,0,0,10130,1,1,0,2,,2,221,,99,99,1,7,2,104,SDOConnor,1,1,1,2,,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,98,TMarshall,2,1,2,1,104,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,92,WJBrennan,2,1,2,1,100,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,95,BRWhite,1,2,1,2,,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,99,WEBurger,1,1,1,2,,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,100,HABlackmun,2,2,2,1,,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,101,LFPowell,1,1,1,2,,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,102,WHRehnquist,1,1,1,2,,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,103,JPStevens,1,1,1,2,,
"1981-096","1982-05-24",1,456 U.S. 615,1981,1507,Burger,"80-1735",FEDERAL BUREAU OF INVESTIGATION et al. v. ABRAMSON,"1982-01-11",,335,,226,,1,35,,0,55,,32,,0,10,3,2,1,4,0,1,0,0,50040,5,1,0,4,,3,335,,95,99,1,5,4,104,SDOConnor,2,2,2,1,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,98,TMarshall,1,2,1,2,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,92,WJBrennan,1,1,1,2,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,95,BRWhite,1,1,1,2,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,99,WEBurger,1,1,1,2,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,100,HABlackmun,1,1,1,2,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,101,LFPowell,1,1,1,2,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,102,WHRehnquist,1,1,1,2,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,103,JPStevens,1,1,1,2,,
"1981-097","1982-05-24",1,456 U.S. 645,1981,1507,Burger,"80-1798","WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.","1982-03-03",,120,,382,,1,82,,0,29,,29,,0,12,2,1,1,7,0,0,0,0,70020,7,1,0,4,5,3,356,,98,99,1,9,0,104,SDOConnor,1,1,1,2,,
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,98,TMarshall,4,1,1,2,92,103
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,92,WJBrennan,4,2,1,2,103,
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,95,BRWhite,1,1,1,2,,
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,99,WEBurger,1,1,1,2,,
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,100,HABlackmun,4,1,1,2,103,
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,101,LFPowell,3,2,1,2,,
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,102,WHRehnquist,1,2,1,2,,
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,103,JPStevens,4,2,1,2,,
"1981-098","1982-05-24",1,456 U.S. 667,1981,1507,Burger,"80-1991",OREGON v. KENNEDY,"1982-03-29",,28,43,137,,1,,,0,302,43,301,43,0,12,2,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,102,99,1,9,0,104,SDOConnor,1,1,1,2,,
